crossed_rownames,name_1,syct_1,mmin_1,mmax_1,cach_1,chmin_1,chmax_1,perf_1,estperf_1,name_2,syct_2,mmin_2,mmax_2,cach_2,chmin_2,chmax_2,perf_2,estperf_2
128_135,IPL 4445,50,2000,8000,8,1,6,56,44,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
128_136,IPL 4445,50,2000,8000,8,1,6,56,44,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
128_137,IPL 4445,50,2000,8000,8,1,6,56,44,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
128_138,IPL 4445,50,2000,8000,8,1,6,56,44,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
128_139,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/3000,115,2000,8000,16,1,3,50,46
128_140,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
128_141,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/5000,92,2000,8000,32,1,6,62,53
128_142,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
128_143,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
128_144,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/6130,75,4000,16000,16,1,6,66,86
128_145,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/6150,60,4000,16000,32,1,6,86,95
128_146,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/6620,60,2000,16000,64,5,8,74,107
128_147,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/6630,60,4000,16000,64,5,8,93,117
128_148,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/6650,50,4000,16000,64,5,10,110,119
128_149,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/7000,72,4000,16000,64,8,16,143,120
128_150,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
128_151,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/8040,40,8000,16000,32,8,16,214,126
128_152,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/8050,40,8000,32000,64,8,24,277,266
128_153,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/8060,35,8000,32000,64,8,24,370,270
128_154,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
128_155,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
128_156,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/9040,38,8000,32000,64,8,24,326,267
128_157,IPL 4445,50,2000,8000,8,1,6,56,44,NAS AS/9060,30,16000,32000,256,16,24,510,603
128_158,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8535 II,112,1000,1000,0,1,4,8,19
128_159,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8545 II,84,1000,2000,0,1,6,12,21
128_160,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8555 II,56,1000,4000,0,1,6,17,26
128_161,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8565 II,56,2000,6000,0,1,8,21,35
128_162,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8565 II E,56,2000,8000,0,1,8,24,41
128_163,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8575 II,56,4000,8000,0,1,8,34,47
128_164,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8585 II,56,4000,12000,0,1,8,42,62
128_165,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8595 II,56,4000,16000,0,1,8,46,78
128_166,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8635 ,38,4000,8000,32,16,32,51,80
128_167,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8650,38,4000,8000,32,16,32,116,80
128_168,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8635,38,8000,16000,64,4,8,100,142
128_169,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8665,38,8000,24000,160,4,8,140,281
128_170,IPL 4445,50,2000,8000,8,1,6,56,44,NCR V8670,38,4000,16000,128,16,32,212,190
128_171,IPL 4445,50,2000,8000,8,1,6,56,44,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
128_172,IPL 4445,50,2000,8000,8,1,6,56,44,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
128_173,IPL 4445,50,2000,8000,8,1,6,56,44,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
128_174,IPL 4445,50,2000,8000,8,1,6,56,44,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
128_175,IPL 4445,50,2000,8000,8,1,6,56,44,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
128_176,IPL 4445,50,2000,8000,8,1,6,56,44,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
128_177,IPL 4445,50,2000,8000,8,1,6,56,44,PRIME 50-2250,160,512,4000,2,1,5,30,25
128_178,IPL 4445,50,2000,8000,8,1,6,56,44,PRIME 50-250 II,160,512,2000,2,3,8,32,20
128_179,IPL 4445,50,2000,8000,8,1,6,56,44,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
128_180,IPL 4445,50,2000,8000,8,1,6,56,44,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
128_181,IPL 4445,50,2000,8000,8,1,6,56,44,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
128_182,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.521,240,512,1000,8,1,3,6,19
128_183,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.531,240,512,2000,8,1,5,11,22
128_184,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
128_185,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
128_186,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
128_187,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
128_188,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
128_189,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
128_190,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
128_191,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
128_192,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
128_193,IPL 4445,50,2000,8000,8,1,6,56,44,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
128_194,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
128_195,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
128_196,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
128_197,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
128_198,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
128_199,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
128_200,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
128_201,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 80/3,180,262,4000,0,1,3,12,24
128_202,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 80/4,180,512,4000,0,1,3,14,24
128_203,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 80/5,180,262,4000,0,1,3,18,24
128_204,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 80/6,180,512,4000,0,1,3,21,24
128_205,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 80/8,124,1000,8000,0,1,8,42,37
128_206,IPL 4445,50,2000,8000,8,1,6,56,44,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
128_207,IPL 4445,50,2000,8000,8,1,6,56,44,STRATUS 32,125,2000,8000,0,2,14,52,41
128_208,IPL 4445,50,2000,8000,8,1,6,56,44,WANG VS10,480,512,8000,32,0,0,67,47
128_209,IPL 4445,50,2000,8000,8,1,6,56,44,WANG VS 90,480,1000,4000,0,0,0,45,25
129_130,IPL 4446,50,2000,16000,24,1,6,70,82,IPL 4460,50,2000,16000,24,1,6,80,82
129_131,IPL 4446,50,2000,16000,24,1,6,70,82,IPL 4480,50,8000,16000,48,1,10,136,128
129_132,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
129_133,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
129_134,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
129_135,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
129_136,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
129_137,IPL 4446,50,2000,16000,24,1,6,70,82,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
129_138,IPL 4446,50,2000,16000,24,1,6,70,82,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
129_139,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/3000,115,2000,8000,16,1,3,50,46
129_140,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
129_141,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/5000,92,2000,8000,32,1,6,62,53
129_142,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
129_143,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
129_144,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/6130,75,4000,16000,16,1,6,66,86
129_145,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/6150,60,4000,16000,32,1,6,86,95
129_146,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/6620,60,2000,16000,64,5,8,74,107
129_147,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/6630,60,4000,16000,64,5,8,93,117
129_148,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/6650,50,4000,16000,64,5,10,110,119
129_149,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/7000,72,4000,16000,64,8,16,143,120
129_150,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
129_151,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/8040,40,8000,16000,32,8,16,214,126
129_152,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/8050,40,8000,32000,64,8,24,277,266
129_153,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/8060,35,8000,32000,64,8,24,370,270
129_154,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
129_155,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
129_156,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/9040,38,8000,32000,64,8,24,326,267
129_157,IPL 4446,50,2000,16000,24,1,6,70,82,NAS AS/9060,30,16000,32000,256,16,24,510,603
129_158,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8535 II,112,1000,1000,0,1,4,8,19
129_159,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8545 II,84,1000,2000,0,1,6,12,21
129_160,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8555 II,56,1000,4000,0,1,6,17,26
129_161,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8565 II,56,2000,6000,0,1,8,21,35
129_162,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8565 II E,56,2000,8000,0,1,8,24,41
129_163,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8575 II,56,4000,8000,0,1,8,34,47
129_164,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8585 II,56,4000,12000,0,1,8,42,62
129_165,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8595 II,56,4000,16000,0,1,8,46,78
129_166,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8635 ,38,4000,8000,32,16,32,51,80
129_167,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8650,38,4000,8000,32,16,32,116,80
129_168,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8635,38,8000,16000,64,4,8,100,142
129_169,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8665,38,8000,24000,160,4,8,140,281
129_170,IPL 4446,50,2000,16000,24,1,6,70,82,NCR V8670,38,4000,16000,128,16,32,212,190
129_171,IPL 4446,50,2000,16000,24,1,6,70,82,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
129_172,IPL 4446,50,2000,16000,24,1,6,70,82,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
129_173,IPL 4446,50,2000,16000,24,1,6,70,82,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
129_174,IPL 4446,50,2000,16000,24,1,6,70,82,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
129_175,IPL 4446,50,2000,16000,24,1,6,70,82,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
129_176,IPL 4446,50,2000,16000,24,1,6,70,82,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
129_177,IPL 4446,50,2000,16000,24,1,6,70,82,PRIME 50-2250,160,512,4000,2,1,5,30,25
129_178,IPL 4446,50,2000,16000,24,1,6,70,82,PRIME 50-250 II,160,512,2000,2,3,8,32,20
129_179,IPL 4446,50,2000,16000,24,1,6,70,82,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
129_180,IPL 4446,50,2000,16000,24,1,6,70,82,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
129_181,IPL 4446,50,2000,16000,24,1,6,70,82,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
129_182,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.521,240,512,1000,8,1,3,6,19
129_183,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.531,240,512,2000,8,1,5,11,22
129_184,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
129_185,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
129_186,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
129_187,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
129_188,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
129_189,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
129_190,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
129_191,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
129_192,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
129_193,IPL 4446,50,2000,16000,24,1,6,70,82,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
129_194,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
129_195,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
129_196,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
129_197,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
129_198,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
129_199,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
129_200,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
129_201,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 80/3,180,262,4000,0,1,3,12,24
129_202,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 80/4,180,512,4000,0,1,3,14,24
129_203,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 80/5,180,262,4000,0,1,3,18,24
129_204,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 80/6,180,512,4000,0,1,3,21,24
129_205,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 80/8,124,1000,8000,0,1,8,42,37
129_206,IPL 4446,50,2000,16000,24,1,6,70,82,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
129_207,IPL 4446,50,2000,16000,24,1,6,70,82,STRATUS 32,125,2000,8000,0,2,14,52,41
129_208,IPL 4446,50,2000,16000,24,1,6,70,82,WANG VS10,480,512,8000,32,0,0,67,47
129_209,IPL 4446,50,2000,16000,24,1,6,70,82,WANG VS 90,480,1000,4000,0,0,0,45,25
130_131,IPL 4460,50,2000,16000,24,1,6,80,82,IPL 4480,50,8000,16000,48,1,10,136,128
130_132,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
130_133,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
130_134,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
130_135,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
130_136,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
130_137,IPL 4460,50,2000,16000,24,1,6,80,82,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
130_138,IPL 4460,50,2000,16000,24,1,6,80,82,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
130_139,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/3000,115,2000,8000,16,1,3,50,46
130_140,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
130_141,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/5000,92,2000,8000,32,1,6,62,53
130_142,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
130_143,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
130_144,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/6130,75,4000,16000,16,1,6,66,86
130_145,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/6150,60,4000,16000,32,1,6,86,95
130_146,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/6620,60,2000,16000,64,5,8,74,107
130_147,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/6630,60,4000,16000,64,5,8,93,117
130_148,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/6650,50,4000,16000,64,5,10,110,119
130_149,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/7000,72,4000,16000,64,8,16,143,120
130_150,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
130_151,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/8040,40,8000,16000,32,8,16,214,126
130_152,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/8050,40,8000,32000,64,8,24,277,266
130_153,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/8060,35,8000,32000,64,8,24,370,270
130_154,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
130_155,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
130_156,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/9040,38,8000,32000,64,8,24,326,267
130_157,IPL 4460,50,2000,16000,24,1,6,80,82,NAS AS/9060,30,16000,32000,256,16,24,510,603
130_158,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8535 II,112,1000,1000,0,1,4,8,19
130_159,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8545 II,84,1000,2000,0,1,6,12,21
130_160,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8555 II,56,1000,4000,0,1,6,17,26
130_161,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8565 II,56,2000,6000,0,1,8,21,35
130_162,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8565 II E,56,2000,8000,0,1,8,24,41
130_163,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8575 II,56,4000,8000,0,1,8,34,47
130_164,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8585 II,56,4000,12000,0,1,8,42,62
130_165,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8595 II,56,4000,16000,0,1,8,46,78
130_166,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8635 ,38,4000,8000,32,16,32,51,80
130_167,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8650,38,4000,8000,32,16,32,116,80
130_168,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8635,38,8000,16000,64,4,8,100,142
130_169,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8665,38,8000,24000,160,4,8,140,281
130_170,IPL 4460,50,2000,16000,24,1,6,80,82,NCR V8670,38,4000,16000,128,16,32,212,190
130_171,IPL 4460,50,2000,16000,24,1,6,80,82,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
130_172,IPL 4460,50,2000,16000,24,1,6,80,82,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
130_173,IPL 4460,50,2000,16000,24,1,6,80,82,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
130_174,IPL 4460,50,2000,16000,24,1,6,80,82,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
130_175,IPL 4460,50,2000,16000,24,1,6,80,82,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
130_176,IPL 4460,50,2000,16000,24,1,6,80,82,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
130_177,IPL 4460,50,2000,16000,24,1,6,80,82,PRIME 50-2250,160,512,4000,2,1,5,30,25
130_178,IPL 4460,50,2000,16000,24,1,6,80,82,PRIME 50-250 II,160,512,2000,2,3,8,32,20
130_179,IPL 4460,50,2000,16000,24,1,6,80,82,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
130_180,IPL 4460,50,2000,16000,24,1,6,80,82,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
130_181,IPL 4460,50,2000,16000,24,1,6,80,82,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
130_182,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.521,240,512,1000,8,1,3,6,19
130_183,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.531,240,512,2000,8,1,5,11,22
130_184,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
130_185,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
130_186,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
130_187,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
130_188,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
130_189,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
130_190,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
130_191,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
130_192,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
130_193,IPL 4460,50,2000,16000,24,1,6,80,82,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
130_194,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
130_195,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
130_196,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
130_197,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
130_198,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
130_199,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
130_200,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
130_201,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 80/3,180,262,4000,0,1,3,12,24
130_202,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 80/4,180,512,4000,0,1,3,14,24
130_203,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 80/5,180,262,4000,0,1,3,18,24
130_204,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 80/6,180,512,4000,0,1,3,21,24
130_205,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 80/8,124,1000,8000,0,1,8,42,37
130_206,IPL 4460,50,2000,16000,24,1,6,80,82,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
130_207,IPL 4460,50,2000,16000,24,1,6,80,82,STRATUS 32,125,2000,8000,0,2,14,52,41
130_208,IPL 4460,50,2000,16000,24,1,6,80,82,WANG VS10,480,512,8000,32,0,0,67,47
130_209,IPL 4460,50,2000,16000,24,1,6,80,82,WANG VS 90,480,1000,4000,0,0,0,45,25
131_132,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
131_133,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
131_134,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
131_135,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
131_136,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
131_137,IPL 4480,50,8000,16000,48,1,10,136,128,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
131_138,IPL 4480,50,8000,16000,48,1,10,136,128,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
